INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162014858,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,D4,172,,2/25/16 10:34,2016,2,Thursday,10,Part Two,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I162014828,1845,Drug Violation,DRUGS - POSS CLASS D,B2,321,,2/25/16 9:03,2016,2,Thursday,9,Part Two,BLUE HILL AVE,42.31026396,-71.0820187,"(42.31026396, -71.08201870)"
I162014828,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,321,,2/25/16 9:03,2016,2,Thursday,9,Part Two,BLUE HILL AVE,42.31026396,-71.0820187,"(42.31026396, -71.08201870)"
I162014825,1845,Drug Violation,DRUGS - POSS CLASS D,C11,359,,2/25/16 8:53,2016,2,Thursday,8,Part Two,PARK ST,42.29685211,-71.06702258,"(42.29685211, -71.06702258)"
I162014724,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,937,,2/24/16 19:24,2016,2,Wednesday,19,Part Two,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
I162014723,1874,Drug Violation,DRUGS - OTHER,E13,574,,2/24/16 16:30,2016,2,Wednesday,16,Part Two,,42.35547514,-71.06051814,"(0.00000000, 0.00000000)"
I162014723,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,E13,574,,2/24/16 16:30,2016,2,Wednesday,16,Part Two,TREMONT ST,42.33402461,-71.09039049,"(0.00000000, 0.00000000)"
I162014716,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,816,,2/24/16 16:00,2016,2,Wednesday,16,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I162014706,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/24/16 18:26,2016,2,Wednesday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014704,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,903,,2/24/16 17:50,2016,2,Wednesday,17,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
I162014703,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,,2/24/16 18:18,2016,2,Wednesday,18,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162014694,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,346,,2/24/16 17:08,2016,2,Wednesday,17,Part Two,BENTHAM RD,42.30342529,-71.06311874,"(42.30342529, -71.06311874)"
I162014668,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,26,,2/24/16 16:08,2016,2,Wednesday,16,Part Two,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I162014640,1844,Drug Violation,DRUGS - POSS CLASS C,B2,178,,2/24/16 9:45,2016,2,Wednesday,9,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I162014638,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/24/16 14:34,2016,2,Wednesday,14,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014624,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,,2/22/16 14:09,2016,2,Monday,14,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162014598,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,441,,2/24/16 12:10,2016,2,Wednesday,12,Part Two,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I162014598,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,441,,2/24/16 12:10,2016,2,Wednesday,12,Part Two,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I162014580,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,247,,2/24/16 11:03,2016,2,Wednesday,11,Part Two,PLEASANT ST,42.31462373,-71.06002851,"(42.31462373, -71.06002851)"
I162014484,1874,Drug Violation,DRUGS - OTHER,E13,574,,2/23/16 16:00,2016,2,Tuesday,16,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I162014480,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,33,,2/23/16 19:13,2016,2,Tuesday,19,Part Two,COTTAGE ST,42.36831429,-71.03474269,"(42.36831429, -71.03474269)"
I162014480,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,33,,2/23/16 19:13,2016,2,Tuesday,19,Part Two,COTTAGE ST,42.36831429,-71.03474269,"(42.36831429, -71.03474269)"
I162014476,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/23/16 19:54,2016,2,Tuesday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014475,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/23/16 19:45,2016,2,Tuesday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014474,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/23/16 19:40,2016,2,Tuesday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014471,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2, ,,2/23/16 18:30,2016,2,Tuesday,18,Part Two,SALEM ST,42.36339791,-71.05600208,"(0.00000000, 0.00000000)"
I162014468,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,520,,2/23/16 16:00,2016,2,Tuesday,16,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I162014426,1874,Drug Violation,DRUGS - OTHER,C6,200,,2/23/16 16:30,2016,2,Tuesday,16,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162014420,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,373,,2/23/16 15:57,2016,2,Tuesday,15,Part Two,ASHMONT ST,42.29007936,-71.04842736,"(42.29007936, -71.04842736)"
I162014420,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,373,,2/23/16 15:57,2016,2,Tuesday,15,Part Two,ASHMONT ST,42.29007936,-71.04842736,"(42.29007936, -71.04842736)"
I162014419,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3, ,,2/23/16 15:57,2016,2,Tuesday,15,Part Two,ALLSTON ST,42.35127685,-71.13587892,"(0.00000000, 0.00000000)"
I162014403,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E18,495,,2/23/16 14:59,2016,2,Tuesday,14,Part Two,WESTMINSTER ST,42.26400264,-71.11927878,"(42.26400264, -71.11927878)"
I162014392,1845,Drug Violation,DRUGS - POSS CLASS D,B3, ,,2/23/16 14:34,2016,2,Tuesday,14,Part Two,WIRT ST,42.34942028,-71.15115306,"(0.00000000, 0.00000000)"
I162014369,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,246,,2/23/16 13:17,2016,2,Tuesday,13,Part Two,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I162014329,1874,Drug Violation,DRUGS - OTHER,C11,289,,2/23/16 11:52,2016,2,Tuesday,11,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I162014314,1845,Drug Violation,DRUGS - POSS CLASS D,E5,558,,2/23/16 8:50,2016,2,Tuesday,8,Part Two,CUMMINS HWY,42.28342716,-71.12422635,"(42.28342716, -71.12422635)"
I162014306,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,520,,2/23/16 10:12,2016,2,Tuesday,10,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I162014255,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,441,,2/23/16 1:18,2016,2,Tuesday,1,Part Two,BERNARD ST,42.29510066,-71.08051671,"(42.29510066, -71.08051671)"
I162014255,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,441,,2/23/16 1:18,2016,2,Tuesday,1,Part Two,BERNARD ST,42.29510066,-71.08051671,"(42.29510066, -71.08051671)"
I162014211,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14, ,,2/22/16 20:35,2016,2,Monday,20,Part Two,SALEM ST,42.36671934,-71.05450994,"(0.00000000, 0.00000000)"
I162014210,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/22/16 20:57,2016,2,Monday,20,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014209,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,174,,2/22/16 20:10,2016,2,Monday,20,Part Two,OLD COLONY AVE,42.33714141,-71.05656696,"(42.33714141, -71.05656696)"
I162014209,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,C6,174,,2/22/16 20:10,2016,2,Monday,20,Part Two,OLD COLONY AVE,42.33714141,-71.05656696,"(42.33714141, -71.05656696)"
I162014208,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,,2/22/16 20:56,2016,2,Monday,20,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014207,1845,Drug Violation,DRUGS - POSS CLASS D,B2,311,,2/22/16 18:00,2016,2,Monday,18,Part Two,BLUE HILL AVE,42.31894276,-71.07775788,"(42.31894276, -71.07775788)"
I162014206,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,282,,2/22/16 19:30,2016,2,Monday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162014205,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,466,,2/22/16 20:19,2016,2,Monday,20,Part Two,HARVARD ST,42.287631,-71.093981,"(42.28763100, -71.09398100)"
I162014195,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,581,,2/22/16 19:30,2016,2,Monday,19,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I162014187,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,581,,2/22/16 19:27,2016,2,Monday,19,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I162014186,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,116,,2/22/16 19:55,2016,2,Monday,19,Part Two,OXFORD PL,42.3519929,-71.06079649,"(42.35199290, -71.06079649)"
I162014186,1874,Drug Violation,DRUGS - OTHER,A1,116,,2/22/16 19:55,2016,2,Monday,19,Part Two,OXFORD PL,42.3519929,-71.06079649,"(42.35199290, -71.06079649)"
I162014181,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,429,,2/22/16 18:50,2016,2,Monday,18,Part Two,MORTON ST,42.281641,-71.086942,"(42.28164100, -71.08694200)"
I162014170,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,516,,2/22/16 16:30,2016,2,Monday,16,Part Two,TRUMAN PKWY,42.25194322,-71.11925138,"(42.25194322, -71.11925138)"
I162014148,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7, ,,2/22/16 17:26,2016,2,Monday,17,Part Two,MARKET ST,42.35126907,-71.15215623,"(0.00000000, 0.00000000)"
I162014148,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7, ,,2/22/16 17:26,2016,2,Monday,17,Part Two,BOSTON ST,42.32475302,-71.05940406,"(0.00000000, 0.00000000)"
I162014148,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A7, ,,2/22/16 17:26,2016,2,Monday,17,Part Two,FAWNDALE RD,42.29011783,-71.12187904,"(0.00000000, 0.00000000)"
I162014148,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7, ,,2/22/16 17:26,2016,2,Monday,17,Part Two,,42.34112251,-71.0811041,"(0.00000000, 0.00000000)"
I162014123,1874,Drug Violation,DRUGS - OTHER,C6,200,,2/22/16 16:49,2016,2,Monday,16,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162014112,1874,Drug Violation,DRUGS - OTHER,C11,289,,2/22/16 15:57,2016,2,Monday,15,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I162014087,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4,179,,2/22/16 0:00,2016,2,Monday,0,Part Two,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
I162014014,1846,Drug Violation,DRUGS - POSS CLASS E,E13, ,,2/22/16 9:59,2016,2,Monday,9,Part Two,BLUE HILL AVE,42.29993995,-71.08621901,"(0.00000000, 0.00000000)"
I162013934,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,65,,2/21/16 22:04,2016,2,Sunday,22,Part Two,CAMBRIDGE ST,42.36122449,-71.06632569,"(42.36122449, -71.06632569)"
I162013928,1844,Drug Violation,DRUGS - POSS CLASS C,B2,302,,2/21/16 22:35,2016,2,Sunday,22,Part Two,CENTRE ST,42.32287413,-71.10155354,"(42.32287413, -71.10155354)"
I162013894,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,117,,2/21/16 19:00,2016,2,Sunday,19,Part Two,LAGRANGE ST,42.35157221,-71.06353927,"(42.35157221, -71.06353927)"
I162013894,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,117,,2/21/16 19:00,2016,2,Sunday,19,Part Two,LAGRANGE ST,42.35157221,-71.06353927,"(42.35157221, -71.06353927)"
I162013883,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,29,Y,2/21/16 16:55,2016,2,Sunday,16,Part Two,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I162013879,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,176,,2/21/16 11:00,2016,2,Sunday,11,Part Two,NEWMARKET SQ,42.33004787,-71.0666544,"(42.33004787, -71.06665440)"
I162013874,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,,2/19/16 0:00,2016,2,Friday,0,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162013854,1846,Drug Violation,DRUGS - POSS CLASS E,A7,26,,2/21/16 17:00,2016,2,Sunday,17,Part Two,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I162013844,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/21/16 15:55,2016,2,Sunday,15,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162013843,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/21/16 15:54,2016,2,Sunday,15,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162013802,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/21/16 13:19,2016,2,Sunday,13,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162013801,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/21/16 13:18,2016,2,Sunday,13,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162013799,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,200,,2/21/16 13:17,2016,2,Sunday,13,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162013792,1845,Drug Violation,DRUGS - POSS CLASS D,B2, ,,2/21/16 12:41,2016,2,Sunday,12,Part Two,BOYLSTON ST,42.3503787,-71.07626098,"(0.00000000, 0.00000000)"
I162013739,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,236,,2/21/16 5:43,2016,2,Sunday,5,Part Two,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853245, -71.05778998)"
I162013732,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,579,,2/21/16 4:23,2016,2,Sunday,4,Part Two,BUCKLEY AVE,42.32236882,-71.103631,"(42.32236882, -71.10363100)"
I162013689,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,224,,2/21/16 1:11,2016,2,Sunday,1,Part Two,O ST,42.33783948,-71.02929361,"(42.33783948, -71.02929361)"
I162013645,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,181,,2/20/16 20:00,2016,2,Saturday,20,Part Two,NORFOLK AVE,42.32628627,-71.07088282,"(42.32628627, -71.07088282)"
I162013641,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,,2/18/16 21:00,2016,2,Thursday,21,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162013636,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1, ,,2/20/16 19:11,2016,2,Saturday,19,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(0.00000000, 0.00000000)"
I162013636,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2/20/16 19:11,2016,2,Saturday,19,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(0.00000000, 0.00000000)"
I162013633,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,A1,121,,2/20/16 20:05,2016,2,Saturday,20,Part Two,WARRENTON ST,42.35002128,-71.06595675,"(42.35002128, -71.06595675)"
I162013632,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,81,,2/20/16 16:00,2016,2,Saturday,16,Part Two,CHARTER ST,42.36790843,-71.05607288,"(42.36790843, -71.05607288)"
I162013632,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,81,,2/20/16 16:00,2016,2,Saturday,16,Part Two,CHARTER ST,42.36790843,-71.05607288,"(42.36790843, -71.05607288)"
I162013632,1874,Drug Violation,DRUGS - OTHER,A1,81,,2/20/16 16:00,2016,2,Saturday,16,Part Two,CHARTER ST,42.36790843,-71.05607288,"(42.36790843, -71.05607288)"
I162013621,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,115,,2/20/16 18:50,2016,2,Saturday,18,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I162013621,1874,Drug Violation,DRUGS - OTHER,A1,115,,2/20/16 18:50,2016,2,Saturday,18,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I162013621,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,115,,2/20/16 18:50,2016,2,Saturday,18,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I162013608,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,113,,2/20/16 18:20,2016,2,Saturday,18,Part Two,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I162013605,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2/20/16 18:40,2016,2,Saturday,18,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I162013574,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,527,,2/20/16 15:46,2016,2,Saturday,15,Part Two,HYDE PARK AVE,42.23850959,-71.13277923,"(42.23850959, -71.13277923)"
I162013574,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E18,527,,2/20/16 15:46,2016,2,Saturday,15,Part Two,HYDE PARK AVE,42.23850959,-71.13277923,"(42.23850959, -71.13277923)"
I162013574,1815,Drug Violation,DRUGS - POSSESSION,E18,527,,2/20/16 15:46,2016,2,Saturday,15,Part Two,HYDE PARK AVE,42.23850959,-71.13277923,"(42.23850959, -71.13277923)"
I162013562,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,168,,2/20/16 14:42,2016,2,Saturday,14,Part Two,E BROOKLINE ST,42.33831666,-71.07094411,"(42.33831666, -71.07094411)"
I162013539,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,454,,2/20/16 14:09,2016,2,Saturday,14,Part Two,HARVARD AVE,42.3001358,-71.07563344,"(42.30013580, -71.07563344)"
I162013539,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,454,,2/20/16 14:09,2016,2,Saturday,14,Part Two,HARVARD AVE,42.3001358,-71.07563344,"(42.30013580, -71.07563344)"
I162013535,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,560,,2/20/16 13:36,2016,2,Saturday,13,Part Two,FLORENCE ST,42.28489957,-71.12712145,"(42.28489957, -71.12712145)"
I162013535,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,560,,2/20/16 13:36,2016,2,Saturday,13,Part Two,FLORENCE ST,42.28489957,-71.12712145,"(42.28489957, -71.12712145)"
I162013535,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,E5,560,,2/20/16 13:36,2016,2,Saturday,13,Part Two,FLORENCE ST,42.28489957,-71.12712145,"(42.28489957, -71.12712145)"
I162013508,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,434,,2/20/16 11:59,2016,2,Saturday,11,Part Two,NORFOLK ST,42.28621457,-71.0796774,"(42.28621457, -71.07967740)"
I162013403,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,567,,2/20/16 0:08,2016,2,Saturday,0,Part Two,GLEN RD,42.30857205,-71.10139889,"(42.30857205, -71.10139889)"
I162013399,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A15,900,,2/19/16 21:50,2016,2,Friday,21,Part Two,MCNULTY CT,42.37808452,-71.05784115,"(42.37808452, -71.05784115)"
I162013398,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,796,,2/19/16 23:16,2016,2,Friday,23,Part Two,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I162013398,1845,Drug Violation,DRUGS - POSS CLASS D,D14,796,,2/19/16 23:16,2016,2,Friday,23,Part Two,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I162013366,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,77,,2/19/16 0:00,2016,2,Friday,0,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I162013365,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,117,,2/19/16 19:45,2016,2,Friday,19,Part Two,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I162013339,1874,Drug Violation,DRUGS - OTHER,A1,117,,2/19/16 18:13,2016,2,Friday,18,Part Two,ESSEX ST,42.35246671,-71.06167002,"(42.35246671, -71.06167002)"
I162013339,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,117,,2/19/16 18:13,2016,2,Friday,18,Part Two,ESSEX ST,42.35246671,-71.06167002,"(42.35246671, -71.06167002)"
I162013331,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,273,,2/19/16 17:31,2016,2,Friday,17,Part Two,TREMONT ST,42.33865454,-71.08145687,"(42.33865454, -71.08145687)"
I162013331,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,273,,2/19/16 17:31,2016,2,Friday,17,Part Two,TREMONT ST,42.33865454,-71.08145687,"(42.33865454, -71.08145687)"
I162013324,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2/19/16 17:51,2016,2,Friday,17,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I162013320,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,167,,2/19/16 17:43,2016,2,Friday,17,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I162013305,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E5,707,,2/19/16 16:01,2016,2,Friday,16,Part Two,MAPLEWOOD ST,42.2709103,-71.14844944,"(42.27091030, -71.14844944)"
I162013295,1874,Drug Violation,DRUGS - OTHER,E13,574,,2/19/16 7:30,2016,2,Friday,7,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I162013288,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,817,,2/19/16 15:06,2016,2,Friday,15,Part Two,DORCHESTER AVE,42.28831574,-71.0635873,"(42.28831574, -71.06358730)"
I162013284,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A7,33,,2/19/16 15:03,2016,2,Friday,15,Part Two,EVERETT ST,42.36585513,-71.03092637,"(42.36585513, -71.03092637)"
I162013276,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,450,,2/19/16 14:52,2016,2,Friday,14,Part Two,WASHINGTON ST,42.293926,-71.07191549,"(42.29392600, -71.07191549)"
I162013276,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,450,,2/19/16 14:52,2016,2,Friday,14,Part Two,WASHINGTON ST,42.293926,-71.07191549,"(42.29392600, -71.07191549)"
I162013275,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,360,,2/19/16 14:47,2016,2,Friday,14,Part Two,NORWELL ST,42.29442496,-71.07809281,"(42.29442496, -71.07809281)"
I162013235,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,510,,2/19/16 11:45,2016,2,Friday,11,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
I162013133,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,216,,2/19/16 0:13,2016,2,Friday,0,Part Two,W NINTH ST,42.33493412,-71.0546559,"(42.33493412, -71.05465590)"
I162013100,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,167,,2/18/16 21:27,2016,2,Thursday,21,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
